Posição_Angular(graus)	Intensidade_rel_(%)
92,487	12,584
92,933	12,618
93,373	12,646
93,973	12,688
94,807	12,648
95,239	12,627
95,484	12,637
95,929	12,629
96,672	12,648
97,215	12,670
97,245	12,635
97,239	12,679
97,237	12,685
97,235	12,690
97,234	12,699
97,234	12,728
97,232	12,719
97,232	12,708
97,232	12,760
97,231	12,776
97,231	12,776
97,231	12,745
97,229	12,781
97,229	12,778
97,229	12,742
97,229	12,770
97,229	12,836
97,229	12,825
97,228	12,832
97,228	12,896
97,228	12,823
97,228	12,872
97,228	12,889
97,228	12,872
97,228	12,882
97,226	12,889
97,226	12,862
97,226	12,924
97,226	12,918
97,226	12,890
97,226	12,876
97,226	12,947
97,226	12,947
97,226	12,946
97,224	12,971
97,224	12,970
97,224	13,038
97,224	12,994
97,224	12,983
97,224	13,034
97,224	13,062
97,224	13,024
97,224	13,061
97,224	13,084
97,224	13,048
97,224	13,060
97,223	13,064
97,223	13,073
97,223	13,049
97,223	13,085
97,223	13,077
97,223	13,013
97,223	13,004
97,223	13,035
97,223	13,032
97,223	13,055
97,223	13,056
97,223	13,097
97,221	13,122
97,220	13,136
97,220	13,152
97,220	13,176
97,218	13,094
97,218	13,122
97,218	13,117
97,218	13,141
97,218	13,171
97,218	13,177
97,218	13,181
97,218	13,206
97,218	13,175
97,218	13,165
97,218	13,220
97,218	13,241
97,218	13,230
97,218	13,236
97,218	13,260
97,218	13,221
97,218	13,192
97,218	13,316
97,218	13,292
97,218	13,299
97,218	13,349
97,218	13,324
97,218	13,311
97,218	13,298
97,218	13,339
97,218	13,334
97,218	13,425
97,218	13,410
97,218	13,434
97,218	13,452
97,218	13,418
97,218	13,423
97,218	13,426
97,218	13,458
97,218	13,470
97,218	13,457
97,215	13,464
97,210	13,481
97,157	13,461
96,967	13,505
96,236	13,524
94,835	13,514
92,822	13,506
90,486	13,526
86,923	13,520
81,865	13,528
75,803	13,589
68,949	13,737
61,888	13,718
54,745	13,689
47,576	13,711
40,404	13,705
33,100	13,650
26,195	13,713
20,329	13,771
14,855	13,849
10,019	14,195
6,037	13,785
2,997	13,643
1,871	13,619
1,880	13,566
1,800	13,643
1,550	13,666
1,431	13,624
1,434	13,619
1,442	13,599
1,447	13,624
1,451	13,698
1,456	13,623
1,464	13,657
1,469	13,654
1,469	13,687
1,472	13,677
1,495	13,653
1,634	13,657
2,039	13,653
2,562	13,703
2,854	13,701
2,912	13,660
3,049	13,747
3,259	13,725
3,278	13,791
3,277	13,752
3,305	13,773
3,914	13,766
5,237	13,798
5,864	13,773
5,974	13,855
6,971	13,832
9,224	13,828
9,997	13,909
10,509	13,940
11,291	14,019
12,695	14,122
13,856	14,560
14,605	15,294
15,171	15,935
15,967	15,731
16,558	15,018
16,839	14,667
18,705	14,308
19,800	14,146
19,734	14,084
18,689	14,059
16,583	14,170
14,010	15,158
11,512	14,711
9,635	14,336
8,163	14,151
6,882	14,148
6,278	14,115
6,231	14,113
6,495	14,084
8,633	14,063
13,523	14,176
20,571	14,621
28,081	14,321
35,024	14,345
41,420	14,356
47,155	14,311
51,877	14,283
56,103	14,282
59,920	14,253
63,240	14,230
66,409	14,201
69,004	14,154
70,403	14,152
70,540	14,227
70,821	14,202
71,437	14,199
71,663	14,178
72,131	14,201
72,522	14,296
72,808	14,352
72,835	14,399
72,894	14,439
72,894	14,430
72,891	14,436
72,890	14,453
72,888	14,456
72,887	14,476
72,887	14,449
72,887	14,479
72,887	14,419
72,885	14,490
72,885	14,480
72,883	14,487
72,883	14,447
72,883	14,482
72,883	14,469
72,883	14,437
72,883	14,444
72,883	14,472
72,882	14,495
72,882	14,473
72,882	14,455
72,883	14,490
72,883	14,495
72,883	14,501
72,883	14,501
72,883	14,521
72,883	14,510
72,882	14,520
72,882	14,456
72,882	14,480
72,882	14,519
72,882	14,541
72,882	14,543
72,882	14,559
72,882	14,506
72,882	14,539
72,882	14,509
72,882	14,548
72,882	14,559
72,882	14,518
72,880	14,488
72,880	14,529
72,880	14,500
72,880	14,553
72,880	14,543
72,880	14,576
72,880	14,577
72,880	14,607
72,880	14,615
72,880	14,632
72,880	14,625
72,880	14,572
72,880	14,644
72,880	14,590
72,880	14,640
72,880	14,655
72,880	14,659
72,880	14,596
72,880	14,582
72,880	14,512
72,880	14,462
72,880	14,384
72,880	14,350
72,880	14,298
72,880	14,230
72,880	14,221
72,880	14,249
72,880	14,220
72,880	14,183
72,880	14,166
72,880	14,196
72,880	14,226
72,880	14,227
72,880	14,266
72,880	14,243
72,880	14,272
72,880	14,242
72,880	14,263
72,880	14,220
72,880	14,240
72,880	14,272
72,880	14,286
72,880	14,316
72,880	14,354
72,880	14,338
72,880	14,338
72,880	14,328
72,880	14,334
72,880	14,307
72,880	14,389
72,880	14,384
72,880	14,433
72,880	14,425
72,880	14,483
72,880	14,496
72,879	14,468
72,879	14,493
72,879	14,499
72,879	14,459
72,879	14,481
72,879	14,448
72,879	14,508
72,879	14,504
72,879	14,465
72,879	14,492
72,879	14,502
72,879	14,500
72,879	14,487
72,879	14,442
72,879	14,441
72,879	14,449
72,879	14,505
72,879	14,417
72,879	14,489
72,879	14,464
72,879	14,433
72,879	14,453
72,879	14,457
72,879	14,471
72,879	14,459
72,879	14,513
72,879	14,488
72,879	14,453
72,879	14,417
72,879	14,474
72,879	14,431
72,879	14,474
72,879	14,491
72,879	14,484
72,879	14,501
72,879	14,457
72,879	14,412
72,879	14,414
72,879	14,437
72,879	14,484
72,879	14,477
72,879	14,429
72,879	14,488
72,879	14,460
72,879	14,452
72,879	14,480
72,879	14,482
72,879	14,491
72,879	14,475
72,879	14,480
72,879	14,451
72,879	14,470
72,879	14,470
72,879	14,471
72,879	14,410
72,879	14,425
72,879	14,445
72,879	14,458
72,879	14,447
72,879	14,473
72,879	14,417
72,879	14,459
72,879	14,435
72,879	14,390
72,879	14,364
72,879	14,353
72,879	14,350
72,879	14,384
72,879	14,364
72,879	14,421
72,879	14,452
72,879	14,444
72,879	14,457
72,879	14,497
72,879	14,478
72,879	14,512
72,879	14,431
72,879	14,420
72,879	14,458
72,879	14,453
72,879	14,475
72,879	14,466
72,879	14,468
72,879	14,435
72,879	14,436
72,879	14,484
72,879	14,462
72,879	14,504
72,879	14,494
72,879	14,491
72,879	14,454
72,879	14,468
72,879	14,535
72,879	14,487
72,879	14,495
72,879	14,500
72,879	14,468
72,879	14,523
72,879	14,507
72,879	14,456
72,879	14,498
72,879	14,483
72,879	14,471
72,879	14,465
72,879	14,502
72,879	14,476
72,879	14,472
72,879	14,506
72,879	14,455
72,879	14,501
72,879	14,514
72,879	14,506
72,879	14,479
72,879	14,468
72,877	14,440
72,877	14,448
72,877	14,480
72,877	14,409
72,877	14,369
72,877	14,391
72,877	14,378
72,877	14,354
72,877	14,343
72,877	14,347
72,877	14,325
72,876	14,281
72,871	14,319
72,849	14,281
72,830	14,227
72,065	14,167
69,973	14,079
67,412	14,064
65,103	14,106
62,384	14,135
58,693	14,207
54,529	14,241
50,598	14,250
46,481	14,219
42,163	14,222
37,765	14,230
33,624	14,246
29,479	14,298
25,092	14,235
20,439	14,265
15,995	14,280
12,287	15,196
8,848	14,482
5,490	14,227
2,177	14,204
-0,423	14,139
-0,476	14,143
-0,476	14,126
-0,474	14,081
-0,474	14,097
-0,473	14,140
-0,471	14,130
-0,467	14,172
-0,462	14,160
-0,462	14,163
-0,463	14,215
-0,463	14,214
-0,463	14,207
-0,463	14,258
-0,462	14,190
-0,462	14,236
-0,462	14,248
-0,462	14,321
-0,460	14,341
-0,460	14,403
-0,459	14,350
-0,459	14,353
-0,457	14,378
-0,456	14,377
-0,456	14,359
-0,454	14,399
-0,454	14,358
-0,454	14,438
-0,454	14,434
-0,454	14,450
-0,454	14,419
-0,454	14,465
-0,454	14,437
-0,454	14,449
-0,454	14,459
-0,454	14,426
-0,454	14,433
-0,454	14,450
-0,454	14,469
-0,454	14,495
-0,454	14,548
-0,454	14,527
-0,452	14,610
-0,452	14,656
-0,452	14,613
-0,452	14,648
-0,452	14,619
-0,452	14,676
-0,452	14,644
-0,452	14,665
-0,452	14,620
-0,452	14,638
-0,452	14,646
-0,452	14,653
-0,452	14,652
-0,452	14,631
-0,452	14,683
-0,452	14,668
-0,452	14,693
-0,452	14,671
-0,452	14,669
-0,452	14,701
-0,452	14,683
-0,452	14,669
-0,452	14,686
-0,452	14,693
-0,452	14,690
-0,452	14,689
-0,452	14,660
-0,452	14,649
-0,452	14,640
-0,451	14,626
-0,451	14,601
-0,451	14,635
-0,451	14,609
-0,451	14,656
-0,451	14,708
-0,451	14,701
-0,451	14,693
-0,451	14,704
-0,451	14,732
-0,451	14,746
-0,451	14,743
-0,451	14,720
-0,451	14,750
-0,451	14,746
-0,451	14,671
-0,451	14,746
-0,451	14,736
-0,451	14,778
-0,451	14,780
-0,451	14,774
-0,451	14,795
-0,451	14,744
-0,451	14,770
-0,451	14,771
-0,451	14,781
-0,451	14,790
-0,451	14,798
-0,451	14,818
-0,451	14,783
-0,451	14,800
-0,451	14,759
-0,451	14,735
-0,451	14,724
-0,451	14,735
-0,451	14,757
-0,451	14,742
-0,451	14,760
-0,451	14,738
-0,451	14,722
-0,449	14,671
-0,449	14,709
-0,449	14,668
-0,449	14,684
-0,449	14,714
-0,449	14,667
-0,449	14,705
-0,449	14,643
-0,449	14,685
-0,449	14,641
-0,449	14,686
-0,449	14,631
-0,449	14,599
-0,449	14,646
-0,449	14,659
-0,449	14,666
-0,449	14,724
-0,449	14,829
-0,449	14,721
-0,449	14,718
-0,449	14,664
-0,449	14,571
-0,449	14,598
-0,449	14,597
-0,449	14,712
-0,449	14,617
-0,449	14,621
-0,449	14,642
-0,449	14,628
-0,449	14,575
-0,449	14,598
-0,449	14,585
-0,449	14,585
-0,449	14,616
-0,449	14,594
-0,449	14,641
-0,449	14,661
-0,449	14,600
-0,449	14,694
-0,449	14,607
-0,449	14,618
-0,449	14,623
-0,449	14,647
-0,449	14,628
-0,449	14,782
-0,449	14,695
-0,449	14,605
-0,449	14,644
-0,449	14,658
-0,449	14,629
-0,449	14,661
-0,449	14,621
-0,449	14,647
-0,449	14,672
-0,449	14,664
-0,449	14,708
-0,449	14,653
-0,449	14,693
-0,449	14,705
-0,449	14,666
-0,449	14,656
-0,449	14,648
-0,449	14,633
-0,449	14,600
-0,449	14,593
-0,449	14,596
-0,449	14,612
-0,449	14,582
-0,449	14,585
-0,449	14,586
-0,449	14,603
-0,449	14,525
-0,449	14,564
-0,449	14,565
-0,449	14,528
-0,449	14,543
-0,449	14,554
-0,449	14,537
-0,449	14,557
-0,449	14,552
-0,449	14,531
-0,449	14,554
-0,449	14,556
-0,449	14,489
-0,449	14,489
-0,449	14,538
-0,449	14,662
-0,449	14,598
-0,449	14,562
-0,449	14,574
-0,449	14,577
-0,449	14,575
-0,449	14,565
-0,449	14,595
-0,449	14,607
-0,449	14,640
-0,449	14,668
-0,449	14,639
-0,449	14,594
-0,449	14,587
-0,449	14,607
-0,449	14,578
-0,449	14,576
-0,449	14,567
-0,449	14,561
-0,449	14,561
-0,449	14,538
-0,449	14,532
-0,449	14,424
-0,449	14,452
-0,449	14,477
-0,449	14,456
-0,449	14,515
-0,449	14,475
-0,449	14,491
-0,449	14,492
-0,449	14,510
-0,449	14,497
-0,449	14,494
-0,449	14,498
-0,449	14,465
-0,449	14,538
-0,449	14,546
-0,449	14,517
-0,449	14,570
-0,449	14,517
-0,449	14,628
-0,449	14,590
-0,449	14,624
-0,449	14,624
-0,449	14,601
-0,449	14,610
-0,449	14,574
-0,449	14,599
-0,449	14,594
-0,449	14,548
-0,449	14,595
-0,449	14,547
-0,449	14,553
-0,449	14,532
-0,449	14,585
-0,449	14,646
-0,449	14,557
-0,449	14,613
-0,449	14,598
-0,449	14,608
-0,449	14,618
-0,449	14,612
-0,449	14,658
-0,449	14,633
-0,449	14,635
-0,449	14,627
-0,449	14,624
-0,449	14,651
-0,449	14,642
-0,449	14,633
-0,449	14,674
-0,449	14,709
-0,449	14,673
-0,449	14,676
-0,449	14,662
-0,449	14,701
-0,449	14,733
-0,449	14,727
-0,449	14,682
-0,449	14,717
-0,449	14,700
-0,449	14,664
-0,449	14,697
-0,449	14,660
-0,449	14,706
-0,449	14,713
-0,449	14,714
-0,449	14,788
-0,449	14,759
-0,449	14,764
-0,449	14,769
-0,449	14,780
-0,449	14,795
-0,449	14,777
-0,449	14,764
-0,449	14,747
-0,449	14,740
-0,449	14,782
-0,449	14,735
-0,449	14,787
-0,449	14,814
-0,449	14,806
-0,449	14,845
-0,449	14,837
-0,449	14,822
-0,449	14,890
-0,449	14,897
-0,449	14,881
-0,449	14,870
-0,449	14,840
-0,449	14,886
-0,449	14,909
-0,449	14,867
-0,449	14,842
-0,449	14,862
-0,449	14,867
-0,449	14,828
-0,449	14,889
-0,449	14,906
-0,449	14,922
-0,448	14,903
-0,448	14,884
-0,448	14,921
-0,448	14,947
-0,448	15,016
-0,448	15,005
-0,448	14,992
-0,448	14,985
-0,448	14,955
-0,448	15,017
-0,448	15,029
-0,448	14,979
-0,448	15,049
-0,448	15,059
-0,448	14,976
-0,448	15,011
-0,448	15,000
-0,448	15,048
-0,448	15,066
-0,448	15,102
-0,448	15,058
-0,448	15,063
-0,448	15,088
-0,448	15,191
-0,448	15,099
-0,448	15,053
-0,448	15,063
-0,448	15,092
-0,448	15,072
-0,448	15,080
-0,448	15,071
-0,448	15,116
-0,448	15,080
-0,448	15,121
-0,448	15,142
-0,448	15,197
-0,448	15,224
-0,448	15,216
-0,446	15,211
-0,446	15,221
-0,446	15,255
-0,446	15,257
-0,446	15,276
-0,446	15,222
-0,446	15,254
-0,446	15,252
-0,446	15,230
-0,446	15,216
-0,446	15,223
-0,446	15,230
-0,446	15,229
-0,446	15,258
-0,446	15,249
-0,446	15,285
-0,446	15,299
-0,446	15,302
-0,446	15,321
-0,446	15,300
-0,446	15,231
-0,446	15,203
-0,446	15,224
-0,446	15,352
-0,446	15,214
-0,446	15,222
-0,446	15,287
-0,446	15,331
-0,446	15,384
-0,445	15,332
-0,446	15,322
-0,445	15,326
-0,445	15,412
-0,445	15,327
-0,445	15,299
-0,445	15,322
-0,445	15,323
-0,445	15,305
-0,445	15,306
-0,445	15,296
-0,445	15,258
-0,445	15,274
-0,445	15,256
-0,445	15,325
-0,445	15,320
-0,445	15,289
-0,445	15,245
-0,445	15,263
-0,445	15,287
-0,445	15,307
-0,445	15,340
-0,445	15,321
-0,445	15,323
-0,445	15,305
-0,445	15,298
-0,445	15,284
-0,445	15,401
-0,445	15,398
-0,445	15,320
-0,445	15,326
-0,445	15,305
-0,443	15,361
-0,445	15,350
-0,443	15,368
-0,443	15,331
-0,443	15,346
-0,443	15,409
-0,443	15,337
-0,443	15,372
-0,443	15,413
-0,443	15,344
-0,443	15,346
-0,443	15,327
-0,443	15,390
-0,443	15,350
-0,443	15,428
-0,443	15,367
-0,443	15,297
-0,443	15,231
-0,443	15,277
-0,443	15,308
-0,443	15,242
-0,443	15,221
-0,443	15,242
-0,443	15,218
-0,443	15,252
-0,443	15,201
-0,443	15,187
-0,443	15,228
-0,443	15,230
-0,443	15,229
-0,443	15,222
-0,443	15,189
-0,443	15,173
-0,443	15,146
-0,443	15,175
-0,443	15,205
-0,443	15,152
-0,443	15,159
-0,443	15,130
-0,443	15,134
-0,443	15,140
-0,443	15,135
-0,443	15,150
-0,443	15,118
-0,443	15,148
-0,443	15,090
-0,443	15,127
-0,443	15,168
-0,443	15,178
-0,443	15,199
-0,443	15,186
-0,443	15,201
-0,443	15,181
-0,443	15,187
-0,443	15,237
-0,443	15,160
-0,443	15,170
-0,443	15,171
-0,443	15,120
-0,443	15,130
-0,443	15,128
-0,443	15,095
-0,443	15,090
-0,443	15,123
-0,443	15,135
-0,443	15,110
-0,443	15,087
-0,443	15,101
-0,443	15,100
-0,443	15,123
-0,443	15,089
-0,443	15,090
-0,443	15,139
-0,443	15,113
-0,443	15,032
-0,443	15,074
-0,443	15,081
-0,443	15,039
-0,443	15,033
-0,443	15,106
-0,443	15,190
-0,443	15,112
-0,443	15,125
-0,443	15,113
-0,443	15,089
-0,443	15,122
-0,443	15,113
-0,443	15,075
-0,443	15,091
-0,443	15,068
-0,443	15,074
-0,443	15,003
-0,443	15,025
-0,443	14,961
-0,443	15,035
-0,443	15,016
-0,443	15,015
-0,443	15,036
-0,443	15,021
-0,443	15,037
-0,443	15,012
-0,443	15,003
-0,443	15,024
-0,443	15,059
-0,443	15,056
-0,443	15,073
-0,443	15,035
-0,443	15,073
-0,443	15,073
-0,443	15,051
-0,443	15,094
-0,443	15,110
-0,443	15,148
-0,443	15,099
-0,443	15,136
-0,443	15,187
-0,443	15,163
-0,443	15,194
-0,443	15,144
-0,443	15,147
-0,443	15,176
-0,443	15,203
-0,443	15,172
-0,443	15,149
-0,443	15,170
-0,443	15,217
-0,443	15,205
-0,443	15,171
-0,443	15,169
-0,443	15,177
-0,443	15,190
-0,443	15,225
-0,443	15,172
-0,443	15,200
-0,443	15,192
-0,443	15,193
-0,443	15,218
-0,443	15,184
-0,443	15,152
-0,443	15,152
-0,443	15,149
-0,443	15,083
-0,443	15,146
-0,443	15,207
-0,443	15,180
-0,443	15,120
-0,443	15,179
-0,443	15,110
-0,443	15,219
-0,443	15,191
-0,443	15,169
-0,443	15,189
-0,443	15,172
-0,443	15,152
-0,443	15,185
-0,443	15,171
-0,443	15,196
-0,443	15,221
-0,443	15,166
-0,443	15,165
-0,443	15,124
-0,443	15,119
-0,443	15,177
-0,443	15,144
-0,443	15,110
-0,443	15,069
-0,443	15,076
-0,443	15,073
-0,443	15,104
-0,443	15,054
-0,443	15,057
-0,443	15,036
-0,443	15,033
-0,443	15,066
-0,443	15,047
-0,443	15,089
-0,443	15,058
-0,443	15,017
-0,443	15,126
